REF_MS;Page_PDF;TITRE_PIECE;TITRE_BRENNER;LANGUE;JOUR;NUM;MOIS;ANNEE;AUTEUR_PIECE;REPR_1;DEPENSES_DIVERSES;Traduction;mot_cles;COUT_DEPENSES_DIVERSES;Dépenses_ordinaires;Instruments;Animaux;Coiffeuse;Picard;Buron;Monsieur_Sticotti;Coffre-fort;Nicolo_et/ou_Villars;Spese_extra;Sconba;Putella;Lista;Chaises;Porteur;Carrosse;Habiller;Menuisier–_De_Lande;Afficheur;Gardes;Souffleur;Lustres;Perruquier;Hommes_ou_enfants_en_plus;Bougies;Arguments;Mances;Danseurs;Pour_le_feu;TOTAL_DEPENSES;DEBIT_DERNIERE_REPR;Column;Recettes_balcon_de_premières_loges;Balcon_deuxièmes_loges;Recettes_balcon_deuxièmes_loges;Billets_premières_loges;Recettes_premières_loges;Billets__secondes_loges;Recettes_deuxièmes_loges;Billets_troisièmes_loges;Recettes_troisièmes_loges;Billets_parterre;Recettes_Parterre;Premières_loges;Recette_Prima_loggia;Seconda_loggia;Recette_Seconda_loggia;Personnalités;Montant_personnalités;Supplément;Montant_Supplément;Paradis;Recettes_Paradis;NB_TOTAL_BILLETS_VENDUS;RECETTES_BILLETS_VENDUS;QUART_PAUVRE;TOTAL_DEPENSES2;DEBIT_INITIAL;RESTE;CREDIT;CREDIT_FINAL_(avanza);R_DEBIT_TOT;R_CREDIT_TOT;Part_des_auteurs;Aparte_in_6_;Aparte_in_9;Aparte_in_12;Aparte_in_12_e_1/4;Aparte_in_12_e_½;Aparte_in_13;Aparte_in_13_¾;Aparte_in_14;Aparte_in_14_¾;Aparte_in_15;Anecdotes;REDACTEURS
TH-OC-18;279;La_Précaution_inutile/Arlequin_poli_par_l'amour;Précaution_inutile/Arlequin_poli_par_l'amour;"IT/FR;FR";Martedi;4;mars;1732;"Fatouville;Marivaux";"25/08/1720;29/09/1728";Mr_Ambroise;;;1,1;200;;;;;;;;;;;;;;;;;;3;;;;2,1;;;;7,1;;;213,1;;;;;;25;100;16;32;3;4,1;143;143;;;;;;;;;;;187;279,1;37,17,6;213,1;251,7,6;28,2,6;279,1;28,2,6;377,01;;;;;;;;;0;;;;;Biancolelli
TH-OC-18;280;Les_Amans_réunis/La_Critique;Amants_réunis/Critique;FR;Mercordi;5;mars;1732;"Beauchamps;Boissy";"26/11/1727;09/02/1732";Melle_Babet_oubliée_d'hier;;;1,1;200;;;;;;;;;;;;6,06;;;;;;;;;;2,1;1;;;7,1;;;218,16;;;;;;104;416;40;80;12;18;143;143;;;;;;;Oui__;28;;;299;685;103;218,16;343,01;341,19;685;23,19;353,02;;21,05;;;;;;;24;;;;;Biancolelli
TH-OC-18;281;Medico_volante;Arlequin_médecin_volant;IT;Giornedi;6;mars;1732;Inconnu;14/06/16;;;;;200;;;;;;;;;;;;2,04;;;;;;;;;;2,1;;;;7,1;;;212,04;;;;;;17;68;7;14;2;3;107;107;;;;;;;;;;;133;192;23;212;235;43;192;;396,02;;;;;;;;;0;;;;;Biancolelli
TH-OC-18;282;La_Troupe_a_joué_à_Versailles_Le_pince_Travesti,_et_La_mode;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Biancolelli
TH-OC-18;282;Démocrite_prétendu_fou/La_Critique;Démocrite_prétendu_fou/Critique;FR;Domenica;9;mars;1732;"Autreau;Boissy";"24/04/1730;09/02/1732";A_Rolet;;;2,14;200;;;;;;;;;;;;2,02;;;6,05;;;;;;;2,1;;;;7,1;;;221,01;;;;;;50;200;109;218;36;54;306;306;1;32;;;;;Oui__;5;;;502;815;136;221;385,16;429,04;815;111,04;284,18;;28,15;;;;;;;24;;;;;Biancolelli
TH-OC-18;283;La_Femme_Jalouse/La_Mode;Femme_Jalouse/Mode;FR;Lunedi;10;mars;1732;"Riccoboni;Fuzelier_";"07/06/1716;18/09/1718";Coeffeuse_a_mr_Thevenot;;;1;200;;;;;;;;;;;;;;;;;;;;;;2,1;1;;;7,1;;;213,1;;;;;;8;32;20;40;9;13,1;58;58;;;;;;;;;;;95;143,1;18,05;213,1;231,15;88,05;143,1;;373,03;;;;;;;;;0;;;;;Biancolelli
TH-OC-18;283;La_Femme_Jalouse/La_Mode;;;;;;;;;Ambroise;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;284;La_Double_Inconstance/La_Critique;Double_inconstance/Critique;FR;Martedi;11;mars;1732;"Marivaux;Boissy";"06/04/1723;09/02/1732_";A_Rolet_pour_la_course_de_Versailles;;;6,03;200;;;;;3;;;;;;;3,07;;;1,05;;;4,1;;;;2,1;;;;7,1;;;234,05;;;;;;51;204;38;76;21;31,1;180;180;;;;;;;Oui__;12;;;290;503,1;69,17,6;234,05;317,06;186,04;503,1;27,04;349,19;;13,3,6;;;;;;;12;;;;;Biancolelli
TH-OC-18;284;La_Double_Inconstance/La_Critique;;;;;;;;;A_Rolet_pour_voyage_de_Versailles;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;285;Le_Triomphe_de_l'amour/Arlequin_Hulla;Triomphe_de_l'amour/Arlequin_Hulla;FR;Mercordi;12;mars;1732;"Marivaux;Biancolelli/Riccoboni/Romagnesi_";"12/03/1732;01/03/1728";A_Picard_dans_Hulla;;;0,1;200;;;;;;;;;;;;;;;;;;;;;;2,1;1;;;7,1;;;498,1;;;;;;91;546;88;264;34;68;385;385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Biancolelli
TH-OC-18;285;Le_Triomphe_de_l'amour/Arlequin_Hulla;;;;;;;;;A_conte_de_la_depense_des_habits_pour_la_pièce_nouvelle;;;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;598;1263;246,15;498,1;830,1;432,1;1263;35;314,19;;85,05;;;;;;;30;;;;;Biancolelli
TH-OC-18;286;Les_Deux_Arlequins/La_Critique;Deux_Lélios_et_deux_Arlequins/Critique;"IT;FR";Giornedi;13;mars;1732;"Inconnu;Boissy";"15/07/1716;09/02/1732";;;;;200;;;;;;;;;;;;1,05;;;;;;;6;;;2,1;;;;7,1;;;217,05;;;;;;18;72;21;42;6;9;106;106;;;;;;;Oui__;4;;;151;233;41;217,05;258,05;25,05;233;;340,04;;;;;;;;;0;;;;;
TH-OC-18;287;Le_Triomphe_de_l'amour/La_Veuve_coquette;Triomphe_de_l'amour/Veuve_Coquette;FR;Venerdi;14;mars;1732;"Marivaux;Autreau";"12/03/1732;19/10/1721";;;;;200;;;;;;;;;;;;3,17;;;;;;;;;;2,1;1;;;7,1;;;214,17;;;;;;23;138;20;60;7;14;150;150;;;;;;;Oui__;6;;;200;368;58,1;214,17;354,10,4;13,9,8;368;13,9,8;;;10,13,4;;;;;;;0;;;;;Biancolelli
TH-OC-18;288;La_troupe_a_joué_a_Vesrailles_Le_Triomphe_de_l'amour_et_agnes_de_chaillot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Biancolelli
TH-OC-18;288;L'Embarras_des_Richesses/La_Critique;Embarras_des_richesses/Critique;FR;Domenica;16;mars;1732;"D'Allainval;Boissy";"23/09/1721;09/02/1732";A_mr_Boucher__;;;1,1;200;;;;;;;;;;;;8,07;;;;;;4;;;;2,1;1;;;7,1;;;227,17;;;;;;27;108;55;110;24;36;225;225;;;;;;;Oui__;4;;;331;483;75,05;227,17;303,02;179,18;483;20,18;305,16,4;;;;;;;;;12;;;;;Biancolelli
TH-OC-18;288;L'Embarras_des_Richesses/La_Critique;;;;;;;;;A_Rolet;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;289;Le_Triomphe_de_l'amour/L'isle_de_la_Follie;Triomphe_de_l'amour/Ile_de_la_Folie;FR;Lunedi;17;mars;1732;"Marivaux;Biancolelli/Romagnesi_";"12/03/1732;11/06/1726";;;;;200;;;;;;;;;;6,01;;;;;4,1;;;;;;;2,1;1;;;7,1;;;221,11;;;;;;91;364;49;98;7;10,1;249;249;1;32;;;;;;;;;397;753,1;120;221,11;384,6,10;369,3,2;753,1;51,3,2;254,13,2;;42,15,10;;;;;;;;24;;;;Biancolelli
TH-OC-18;290;Arlequin_Sauvage/Le_Je_ne_sais_quoy;Arlequin_Sauvage/Je_ne_sais_quoi;FR;Martedi;18;mars;1732;"Delisle;Boissy";"17/06/1721;10/09/1731";;;;;200;;;;;;;;;;;;;;;;;;;;;;2,1;1;;;7,1;;;211;;;;;;22;88;20;40;4;6;96;96;;;;;;;;;;;142;230;25,15;211;236,15;6,15;230;;261,8,2;;;;;;;;;0;;;;;Biancolelli
TH-OC-18;291;Le_Triomphe_de_l'amour/Agnès_de_Chaillot;Triomphe_de_l'amour/Agnès_de_Chaillot;FR;Mercordi;19;mars;1732;"Marivaux;Legrand";"12/03/1732;12/09/1721";4_enfans__;;;6;200;;;;;;;;;;;;5,06;;;;;;;;;;2,1;;;;7,1;;;223,16;;;;;;74;296;42;84;7;10,1;178;178;1;32;;;;;;;;;302;600,1;91,1;223,16;345,6,10;255,3,2;600,1;16,13,2;244,15;;30,10,5;;;;;;;18;;;;;Biancolelli
TH-OC-18;291;Le_Triomphe_de_l'amour/Agnès_de_Chaillot;;;;;;;;;Ambroise;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;291;Le_Triomphe_de_l'amour/Agnès_de_Chaillot;;;;;;;;;Vieux_picard__;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;292;L'Amour_Précepteur/Le_Je_ne_sais_quoy;Amour_précepteur/Je_ne_sais_quoi;FR;Giornedi;20;mars;1732;"Gueullette;Boissy";"25/07/1726;10/06/1731";Melle_Babet;;;1,1;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;7,1;;;255;;;;;;21;84;14;28;1;1,1;78;78;;;;;;;;;;;114;191,1;25,12,6;255;280,12,6;89,2,6;191,1;;343,15,8;;;;;;;;;0;;;;;Biancolelli
TH-OC-18;292;L'Amour_Précepteur/Le_Je_ne_sais_quoy;;;;;;;;;Flutes_oubliées_d'avant_hier;;;10;;Flutes_oubliées_d'avant_hier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;292;L'Amour_Précepteur/Le_Je_ne_sais_quoy;;;;;;;;;Flutes_d'aujourdhui;;;10;;Flutes_d'aujourdhui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;292;L'Amour_Précepteur/Le_Je_ne_sais_quoy;;;;;;;;;Timbales_et_timbalier;;;2,1;;Timbales_et_timbalier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;292;L'Amour_Précepteur/Le_Je_ne_sais_quoy;;;;;;;;;Au_cocher_de_Fontainebleau;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;292;L'Amour_Précepteur/Le_Je_ne_sais_quoy;;;;;;;;;A_Mariane_pr_balaiage;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;293;Le_Triomphe_de_l'amour/Arlequin_poli_par_l'amour;Triomphe_de_l'amour/Arlequin_poli_par_l'amour;FR;Venerdi;21;mars;1732;Marivaux;"12/03/1732;29/09/1728";Melle_Babet;;;1,1;200;;;;;;;;;;;;;;;;;;0,1;;;;2,1;;;;7,1;;;210,1;;;;;;50;200;29;58;7;10,1;144;144;;;;;;;;;;;230;412,1;55,15;210,1;266,12,6;131,17,6;412,1;12,12,6;331,3,2;;14,7,6;;;;;;;9;;;;;Biancolelli
TH-OC-18;293;Le_Triomphe_de_l'amour/Arlequin_poli_par_l'amour;;;;;;;;;Un_lutin;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;294;La_troupe_a_joué_a_Versailles_Democrite_pretendu_fou_et_le_Retour_de_tendresse;;;Sabatto;22;mars;1732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Biancolelli
TH-OC-18;294;Le_Triomphe_de_l'amour/Plutus_et_Apollon;Triomphe_de_l'amour/Triomphe_de_Plutus;FR;Domenica;23;mars;1732;Marivaux;"12/03/1732;22/04/1728";;;;;200;;;;;;;;;;2,15;;7,13;;;;;;;;;;2,1;;;;7,1;;;220,08;;;;;;29;116;46;92;19;28,1;178;178;;;;;;;Oui__;1;;;272;415,1;61,05;220,08;296,3,10;119,6,2;415,1;39,16,2;291,07;;14,10,10;;;;;;;6;;;;;Biancolelli
TH-OC-18;295;Thimon/Le_Mauvais_ménage;Timon_le_misanthrope/Mauvais_ménage;FR;Lunedi;24;mars;1732;"Delisle;Biancolelli/Legrand";"02/01/1722;19/05/1725";Musette;;;5;;;;;;;;;;;;;;;;;;;;;;;2,1;1;;;7,1;;;217,1;;;;;;19;76;24;48;8;12;110;110;;;;;;;Oui__;4;;;161;250;31,1;217,1;249;1;250;1;290,07;;;;;;;;;0;;;;;Biancolelli
TH-OC-18;295;Thimon/Le_Mauvais_ménage;;;;;;;;;Mr_Boucher_pr_parler_;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;296;Samson;Samson;FR;Mercordi;26;mars;1732;Romagnesi_;28/02/30;Louage_d'habits_de_chapeaux_ce_pour_Domnicco;;;32;200;;;;;;;;;;;;;;;;;;;;;;2,1;13,1;;;22,1;;;281;;;;;;93;372;125;250;56;84;387;387;;;;;;;Oui__;17;;;661;1110;204,1;281;557,19,5;552,07;1110;75,07;215,6,5;;72,9,5;;;;;;;36;;;;;Biancolelli
TH-OC-18;296;Samson;;;;;;;;;Au_Lion;;;3;;;Au_Lion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;296;Samson;;;;;;;;;Trompettes_et_Timbales;;;7,1;;Trompettes_et_Timbales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;297;La_Statua;Arlequin_astrologue,_enfant,_statue_et_perroquet;IT;Giornedi;27;mars;1732;Inconnu;20/08/16;Aux_garçons_de_Mr_Thomassin;;;3;200;;;;;;;;1;;;;6,08;;;;;;;;;;2,1;1;;;7,1;;;224,08;;;;;;88;352;46;92;11;16,1;158;158;1;32;;;;;;;;;303;650,1;80,2,6;224,08;304,10,6;345,19,6;650,1;27,19,6;187,6,11;;;;;;;;;24;;;;;Biancolelli
TH-OC-18;297;La_Statua;;;;;;;;;Blanchissage_de_l'habit_de_Statua;;;3,17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;298;L'Amour_Précepteur/La_Foire_des_fées;Amour_précepteur/Foire_des_fées;FR;Venerdi;28;mars;1732;"Gueullette;Fuzelier/Lesage/D'Orneval";"25/07/1726;08/08/1722";Melle_Babet;;;1,1;200;;;;;;;;;;;;1,1;;;;;;;;;;2,1;1;;;7,1;;;215,1;;;;;;24;96;25;50;3;4,1;49;49;;;;;;;;;;;101;199,1;25,17,6;215,1;241,7,6;41,17,6;199,1;;229,4,5;;;;;;;;;0;;;;;Biancolelli
TH-OC-18;298;L'Amour_Précepteur/La_Foire_des_fées;;;;;;;;;Melle_Sidonie;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;Samson;FR;Sabatto;29;mars;1732;Romagnesi_;08/02/30;Lion;;;3;200;;Lion;;;;;;;;;;12;;;15;;;;;;;2,1;13,1;;;22,1;;;337,05;;;;;;74;128;256;58;87;317;317;1;32;2;32;;;;Oui__;55,1;;;580;1075,1;169,15;337,05;565,10,3;510,9,9;1075,1;33,9,9;195,14,8;;58,10,3;;;;;;;36;;;;;Biancolelli
TH-OC-18;299;Samson;;;;;;;;;Louage_d'habits__;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;;;;;;;;;Trompettes_et_Timbales;;;7,1;;Trompettes_et_Timbales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;;;;;;;;;Pour_le_renfort;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;;;;;;;;;Pour_artifice_oublié;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;;;;;;;;;3_fois_Ambroise_oublié;;;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;;;;;;;;;Coeffeuse_à_mr_Paghetti_2_fois_oubliée;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;;;;;;;;;Tambores_oublié_et_trompettes;;;4,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;;;;;;;;;A_Moreau_pr_commissions;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-18;299;Samson;;;;;;;;;A_Lavau_pour_boire;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;7;Les_Amusemens_a_la_mode;Amusements_à_la_mode;FR;Lunedi;21;Aprile;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Nolo_dell_abito_a_la_Romana_per_Sr_Theveno;;;10;200;;;;;;;;;;;;4,07;;;;;;;;;;2,1;;;;7,1;;;302,15;;;;;;70;280;55;110;21;31,1;232;232;;;;;;;;;;;378;653,1;104,05;302,15;441,9,12;212,0,10;653,1;52,0,10;;;52,0,10;;;;;;;12;;;;;Paghetti
TH-OC-19;7;Les_Amusemens_a_la_mode;;;;;;;;;Copia_di_musica_del_Opera;;;38,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;7;Les_Amusemens_a_la_mode;;;;;;;;;A_Conto_per_le_spese_d'operary_e_Musici;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;8;Arlequin_Sauvage/Arlequin_Hulla;Arlequin_Sauvage/Arlequin_Hulla;FR;Martedi;22;Aprile;1732;"Delisle;Biancolelli/Riccoboni/Romagnesi";"17/06/1721;01/03/1728";Picard_dans_Hulla;;;0,1;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;203;;;;;;15;60;5;10;11;16,1;49;49;;;;;;;;;;;80;135,1;22,1;203;225,1;90;135,1;;37,19,2;;;;;;;;;0;;;;;Paghetti
TH-OC-19;9;Les_Amusemens_a_la_mode;Amusements_à_la_mode;FR;Mercordi;23;Aprile;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Nolo_d'habito_alla_Romana;;;10;200;;;;;;;;;;;;;;;;;;;12;;;2,1;;;;7,1;;;303,08;;;;;;144;576;66;132;6;9;260;260;1;32;;;;;Oui__;17;;;477;1026;176;303,08;543,18;482,02;1026;84,12;;;46,12,18;;;;;;;30;;;;;Paghetti
TH-OC-19;9;Les_Amusemens_a_la_mode;;;;;;;;;A_conto_per_le_Spese__;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;9;Les_Amusemens_a_la_mode;;;;;;;;;La_Musette,_e_la_vieille_due_volte;;;20;;La_Musette,_e_la_vieille_due_volte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;9;Les_Amusemens_a_la_mode;;;;;;;;;bugie_per_l'amphotheatro_due_volte;;;11,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;10;La_Précaution_Inutile/La_Mode;Précaution_Inutile/Mode;"IT/FR;FR";Giornedi;24;Aprile;1732;"Fatouville;Fuzelier";"25/08/1720;18/09/1718";Ambroise;;;1,1;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;204;;;;;;20;80;18;36;;;54;54;;;;;;;;;;;92;170;18,05;204;222,05;52,05;170;;5,12;;;;;;;;;0;;;;;Paghetti
TH-OC-19;11;Les_Amusemens_a_la_mode;Amusements_à_la_mode;FR;Sabatto;26;Aprile;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Nolo_d'habito_alla_Romana;;;10;200;;;;;;;;;;;;14,18;;;;;;;6;;;2,1;;;;7,1;;;286,08;;;;;;131;524;99;198;19;28,1;276;276;1;32;;;;;Oui__;4;;;526;1062,1;167;286,08;524,2,5;538,7,7;1062,1;61,7,7;;55,15,5;70,14,5;;;;;;;36;;;;;Paghetti
TH-OC-19;11;Les_Amusemens_a_la_mode;;;;;;;;;A_conto_per_le_Spese__;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;11;Les_Amusemens_a_la_mode;;;;;;;;;Cera_per_l'Amphiteatro;;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;12;L'Italien_marié_à_Paris/L'isle_des_esclaves;Italien_marié_à_Paris/Ile_des_esclaves;FR;Domenica;27;Aprile;1732;"Riccoboni;Marivaux";"29/11/1728;05/03/1725";Coefeuse_a_mr_Mario;;;1;200;;;;;;;;;;;;1,12;;;;;;;;1,1;;2,1;1;;;1;;;209,07;;;;;;25;100;12;24;5;7,1;49;49;;;;;;;Oui__;1;;;91;181,1;25;209,07;234,07;52,17;181,1;;;2,18,5;;;;;;;;0;;;;;Paghetti
TH-OC-19;12;L'Italien_marié_à_Paris/L'isle_des_esclaves;;;;;;;;;Limonade;;;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;13;Les_Amusemens_a_la_mode/Les_Caracteres_de_la_danse;Amusements_à_la_mode/Caractères_de_la_danse;FR;Lunedi;28;Aprile;1732;"Biancolelli/Riccoboni/Romagnesi;(?)";"21/04/1732;(?)";Nolo_d'habito_a_La_Romana;;;10;200;;;;;;;;;;;;;;;;;;;12;;;2,1;;;;7,1;;;277,14;;;;;;81;324;43;86;12;18;200;200;;;;;;;Oui__;4;;;336;632;109,05;277,14;419,13,2;212,6,10;632;47,6,10;;50,5,3;32,14,2;;;;;;;12;;;;Questa_Sera_li_Signr_Francesco_Riccoboni_et_il_Sr_Ventura_Benozzi_presentorno_alla_Trupa_un_ordine_del_Sigr_Duca_de_la_Tremoille_quale_accorda_al_primo_un_quarto_di_parte_che_con_li_trè_quarti_li_fa_una_parte_intiera,_et_all_altro_un_quarto_si_parte_a_cominciar_d'hieri_a_questa_sera_La_Compagnia_li_paga_il_quarto_a_tutti_due_crescendo_Le_Parti_di_due_quarti_che_montano_a_tredici_parti_et_tre_quarti_-;Paghetti
TH-OC-19;13;Les_Amusemens_a_la_mode/Les_Caracteres_de_la_danse;;;;;;;;;A_conto_per_le_Spese__;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;13;Les_Amusemens_a_la_mode/Les_Caracteres_de_la_danse;;;;;;;;;Cera_per_l'amphiteatro;;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;14;La_Jalouse/Le_Triomphe_de_Plutus;Femme_jalouse/Triomphe_de_Plutus;"IT;FR";Martedi;29;Aprile;1732;"Riccoboni;Marivaux";"07/06/1716;22/04/1728";;;;;200;;;;;;;;;;;;;;;4,14,6;;;;;;;2,1;;;;;;;207,4,6;;;;;;3;12;9;18;;;34;34;;;;;;;;;;;46;64;16;207,4,6;223,4,6;159,4,6;64;;109,1,3;;;;;;;;;0;;;;;Paghetti
TH-OC-19;15;Les_Amusemens_a_la_mode/Les_Caracteres_de_la_danse;Amusements_à_la_mode/Caractères_de_la_danse;FR;Mercordi;30;Aprile;1732;"Biancolelli/Riccoboni/Romagnesi;(?)";"21/04/1732;(?)";Nolo_dell_habito_a_La_Romana;;;10;200;;;;;;;;;;;;3,09;;;;;;;;;;2,1;;;;7,1;;;279,03;;;;;;112;448;68;136;12;18;293;293;;;1;16;;;;;;;486;911;162,1;279,03;497,11,4;413,8,8;911;83,8,8;25,2,7;;55,18,4;;;;;;;24;;;;;Paghetti
TH-OC-19;15;Les_Amusemens_a_la_mode/Les_Caracteres_de_la_danse;;;;;;;;;Nolo_di_casqui_di_5_volte;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;15;Les_Amusemens_a_la_mode/Les_Caracteres_de_la_danse;;;;;;;;;A_conto_per_le_spese_;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
