REF_MS;Page_PDF;TITRE_PIECE;TITRE_BRENNER;LANGUE;JOUR;NUM;MOIS;ANNEE;AUTEUR_PIECE;REPR_1;DEPENSES_DIVERSES;Traduction;mot_cles;COUT_DEPENSES_DIVERSES;Dépenses_ordinaires;Instruments;Animaux;Coiffeuse;Picard;Buron;Monsieur_Sticotti;Coffre-fort;Nicolo_et/ou_Villars;Spese_extra;Sconba;Putella;Lista;Chaises;Porteur;Carrosse;Habiller;Menuisier–_De_Lande;Afficheur;Gardes;Souffleur;Lustres;Perruquier;Hommes_ou_enfants_en_plus;Bougies;Arguments;Mances;Danseurs;Pour_le_feu;TOTAL_DEPENSES;DEBIT_DERNIERE_REPR;Column;Recettes_balcon_de_premières_loges;Balcon_deuxièmes_loges;Recettes_balcon_deuxièmes_loges;Billets_premières_loges;Recettes_premières_loges;Billets__secondes_loges;Recettes_deuxièmes_loges;Billets_troisièmes_loges;Recettes_troisièmes_loges;Billets_parterre;Recettes_Parterre;Premières_loges;Recette_Prima_loggia;Seconda_loggia;Recette_Seconda_loggia;Personnalités;Montant_personnalités;Supplément;Montant_Supplément;Paradis;Recettes_Paradis;NB_TOTAL_BILLETS_VENDUS;RECETTES_BILLETS_VENDUS;QUART_PAUVRE;TOTAL_DEPENSES2;DEBIT_INITIAL;RESTE;CREDIT;CREDIT_FINAL_(avanza);R_DEBIT_TOT;R_CREDIT_TOT;Part_des_auteurs;Aparte_in_6_;Aparte_in_9;Aparte_in_12;Aparte_in_12_e_1/4;Aparte_in_12_e_½;Aparte_in_13;Aparte_in_13_¾;Aparte_in_14;Aparte_in_14_¾;Aparte_in_15;Anecdotes;REDACTEURS
TH-OC-19;15;Les_Amusemens_a_la_mode/Les_Caracteres_de_la_danse;;;;;;;;;Cera_per_l'amphiteatro;;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;19;L'Embarras_des_Richesses/Le_May;Embarras_des_richesses/Mai;FR;Giornedi;1;May;1732;"D'Allainval;Fuzelier";"23/09/1721;21/05/1719";Thomas_pour_le_May;;;0,1;200;;;;;;;;;;;;2,05;;;;;;;;;;2,1;;;;;;;205,05;;;;;;77;308;99;198;14;21;295;295;;;;;;;Oui__;16;;;485;838;134,05;205;339,05;498,15;838;86,05;;60,12,5;;;;;;;;30;;;;;Romagnesi
TH-OC-19;20;Amusemens_a_la_Mode;Amusements_à_la_mode;FR;Sabatto;3;May;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Louage_d'habits_et_casques;;;12;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;7,1;;;249,09;;;;;;190;760;93;186;20;30;347;347;1;32;;;;;Oui__;4;;;651;1359;254;249,09;596,14;;1359;102,06;;162,18,5;93,05;;;;;;;48;;;;;Romagnesi
TH-OC-19;20;Amusemens_a_la_Mode;;;;;;;;;Ouvriers_a_Lavau;;;7,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;20;Amusemens_a_la_Mode;;;;;;;;;Bougie_pour_l'amphitheatre;;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;20;Amusemens_a_la_Mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;21;Surprise_de_l'amour/Le_May;Surprise_de_l'amour/Mai;FR;Domenica;4;May;1732;"Marivaux;Fuzelier_";"03/05/1722;21/05/1719";Le_May_a_Thomas;;;0,1;200;;;;;;;;;;;;;;;;;;;5,04;;;2,1;;;;;;;208,04;;;;;;17;68;59;118;11;16;106;106;;;;;;;Oui__;4;;;193;312,1;29,17,6;208,04;238,1,6;;312,1;8,1,6;;154,16,11;;;;;;;;6;;;;;Romagnesi
TH-OC-19;24;Amusemens_a_la_Mode;Amusements_à_la_mode;FR;Lunedi;5;May;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Ouvriers_a_Lavau;;;7,15;200;;;;;;;;;;;;;;;;;;;2;;;2,1;;;;7,1;;;255,09;;;;;;155;620;93;186;10;15;289;289;;;;;;;Oui__;34;;;547;1144;201;255,09;531,15,8;;1144;117,4,4;;272,1,3;75,6,8;;;;;;;36;;;;;Romagnesi
TH-OC-19;24;Amusemens_a_la_Mode;;;;;;;;;Bougie__;;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;24;Amusemens_a_la_Mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;24;Amusemens_a_la_Mode;;;;;;;;;A_Mr_Roland;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;25;Naufrage/Le_May;Naufrage/Mai;FR;Martedi;6;May;1732;"Balletti;Fuzelier";"24/02/1726;21/05/1719";May;;;0,1;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;209;;;;;;17;68;6;12;6;9;67;67;;;;;;;;;;;96;156;20,17,6;209;229,17,6;73,17,6;156;;;198,3,9;;;;;;;;0;;;;;Romagnesi
TH-OC-19;25;Naufrage/Le_May;;;;;;;;;Balaïage;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;26;Amusemens_a_la_Mode;Amusements_à_la_mode;FR;Mercordi;7;May;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Ouvriers_a_Lavau_et_2_oublies_d'hyer;;;9,15;200;;;;;;;;;;;;1,02;;;;;;;;;;2,1;;;;7,1;;;295,01;;;;;;150;620;101;202;24;36;311;311;;;;;;;;;;;586;1169;207;295,01;579,9,4;;1169;94,10,8;;292,13,5;77,8,4;;;;;;;36;;;;;Romagnesi
TH-OC-19;26;Amusemens_a_la_Mode;;;;;;;;;Bougie__;;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;26;Amusemens_a_la_Mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;26;Amusemens_a_la_Mode;;;;;;;;;2_loüages_d'habits_a_la_Romaine;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;26;Amusemens_a_la_Mode;;;;;;;;;Tambours_et_timballes_oublies;;;20,1;;Tambours_et_timballes_oublies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;27;Libertino;Libertin;IT;Giornedi;8;May;1732;Inconnu;28/11/17;Loyer_du_lit;;;3;200;;;;;;;;;;;;2,15;;;2;;;;;;;2,1;;;;;;;210,05;;;;;;20;80;10;20;1;1,1;74;74;;;;;;;;;;;105;175,1;17,7,6;210,05;227,12,6;52,2,6;175,1;;;240,10,11;;;;;;;;0;;;;;Romagnesi
TH-OC-19;30;La_Double_Inconstance/Le_Philosophe_dupe_de_l'amour;Double_Inconstance/Philosophe_dupe_de_l'amour;FR;Sabatto;10;May;1732;"Marivaux;Dessaudray-Sébire";"29/10/1726;06/04/1723";Plumes_;;;2;200;;;;;;;;;;;;0,12;;;;;;;;;;2,1;;;;;;;205,02;;;;;;12;48;15;30;5;7,1;94;94;;;;;;;Oui__;4;;;126;173,1;19,15;205,02;224,17;51,07;173,1;;;189,3,11;;;;;;;;0;;;;;Romagnesi
TH-OC-19;31;Amusemens_a_la_Mode;Amusements_à_la_mode;FR;Domenica;11;May;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Bougie__;;;5,14;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;7,1;;;259,09;;;;;;113;452;163;326;29;43,1;488;488;;;1;16;;;Oui__;17;;;794;1342,1;255,15;259,09;607,1,6;;1342,1;75,8,6;;264,12,5;91,17,6;;;;;;;48;;;;;Romagnesi
TH-OC-19;31;Amusemens_a_la_Mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;31;Amusemens_a_la_Mode;;;;;;;;;Louage_d'habit_a_la_Romaine;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;31;Amusemens_a_la_Mode;;;;;;;;;Ouvriers_a_Lavau;;;7,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;32;Deux_Arlequins/La_verité_Fabuliste;Deux_Lélios_et_deux_Arlequins/Vérité_fabuliste;"IT;FR";Lunedi;12;May;1732;"Inconnu;De_Launay";"15/07/1716;27/11/1731";;;;;200;;;;;;;;;;;;3,17;;;;;;;;;;2,1;;;;;;;206,07;;;;;;32;128;33;66;7;10,1;148;148;;;;;;;Oui__;8;;;220;360,1;52,05;206,07;258,12;;360,1;19,08;;284,0,5;;;;;;;;6;;;;;Romagnesi
TH-OC-19;33;Amusemens_a_la_Mode;Amusements_à_la_mode;FR;Martedi;13;May;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Bougie__;;;5,14;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;7,1;;;255,09;;;;;;60;240;41;82;18;27;201;201;;;;;;;Oui__;0,1;;;320;550,1;83,05;255,09;399,10,8;;550,1;68,9,4;;352,9,9;25,16,8;;;;;;;6;;;;;Romagnesi
TH-OC-19;33;Amusemens_a_la_Mode;;;;;;;;;6_Musiciens;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;33;Amusemens_a_la_Mode;;;;;;;;;Louage_d'habit_a_la_Romaine;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;33;Amusemens_a_la_Mode;;;;;;;;;Ouvriers_a_Lavau;;;7,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;34;Amans_réunis/Le_Philosophe_dupe_de_l'amour;Amants_réunis/Philosophe_dupe_de_l'amour;FR;Mercordi;14;May;1732;"Beauchamps;Dessaudray-Sébire";"26/11/1727;06/04/1723";Coeffeuse_a_mr_Dominique_et_de_mr_Thevenot;;;3;200;;;;;;;;;;;;;;;12;;;;;;;2,1;1;;;;;;218,1;;;;;;22;88;8;16;5;7,1;54;54;;;;;;;;;;;89;165,1;20,05;218,1;238,15;73,05;165,1;;;279,4,9;;;;;;;;0;;;;;Romagnesi
TH-OC-19;35;Amusemens_a_la_Mode;Amusements_à_la_mode;FR;Giornedi;15;May;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Bougie__;;;5,14;200;;;;;;;;;;;;21,12;;;;;;;;;;2,1;;;;7,1;;;262,11;;;;;;65;260;68;136;8;12;212;212;;;;;;;Oui__;4;;;353;624;81,1;262,11;376,01;;624;82,19;;362,3,9;32;;;;;;;12;;;;;Romagnesi
TH-OC-19;35;Amusemens_a_la_Mode;;;;;;;;;5_Musiciens;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;35;Amusemens_a_la_Mode;;;;;;;;;Louage_d'habit_a_la_Romaine;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;35;Amusemens_a_la_Mode;;;;;;;;;Ouvriers_a_Lavau;;;7,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;35;Amusemens_a_la_Mode;;;;;;;;;Timballes__;;;3,1;;Timballes__;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;36;Amusemens_a_la_Mode;Amusements_à_la_mode;FR;Sabatto;17;May;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Timballes__;;;3,1;200;Timballes__;;;;;;;;;;;;;;;;;;;;;2,1;;;;7,1;;;262,19;;;;;;60;240;44;88;14;21;183;183;;;;;;;;;;;301;532;68,05;262,19;355,10,5;;532;11,9,7;;373,13,4;24,6,5;;;;;;;12;;;;;Romagnesi
TH-OC-19;36;Amusemens_a_la_Mode;;;;;;;;;Bougie__;;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;36;Amusemens_a_la_Mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;36;Amusemens_a_la_Mode;;;;;;;;;Louage_d'habit_a_la_Romaine;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;36;Amusemens_a_la_Mode;;;;;;;;;Ouvriers_a_Lavau;;;7,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;37;Sylphide/Le_Triomphe_de_l'interest/La_vérite_Fabuliste;Sylphide/Triomphe_de_l'intérêt/Vérité_fabuliste;FR;Domenica;18;May;1732;"Biancolelli;Boissy;De_Launay";"11/09/1730;08/11/1730;27/11/1731";Timballes_et_Trompettes;;;3,15;200;Timballes_et_Trompettes;;;;;;;;;;;2,14;;;;;;;;;;2,1;8,05;;;7,1;;;224,14;;;;;;35;140;96;192;17;25,1;235;235;;;;;;;Oui__;4;;;383;596,1;84;224,14;308,14;;596,1;40,06;;413,19,4;;;;;;;;18;;;;;Romagnesi
TH-OC-19;38;Amusemens_a_la_Mode;Amusements_à_la_mode;FR;Mercordi;21;May;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Timballes__;;;3,1;200;Timballes__;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;262,19;;;;;;33;132;33;66;3;4,1;154;154;;;;;;;;;;;223;356,1;49,05;262,19;322,3,9;36,6,3;356,1;36,6,3;;450,05,7;9,19,9;;;;;;;0;;;;;Romagnesi
TH-OC-19;38;Amusemens_a_la_Mode;;;;;;;;;Bougie__;;;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;38;Amusemens_a_la_Mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;38;Amusemens_a_la_Mode;;;;;;;;;Louage_d'habit_a_la_Romaine;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;38;Amusemens_a_la_Mode;;;;;;;;;Ouvriers_a_Lavau;;;7,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;39;Thimon_le_Misanthrope;Timon_le_misanthrope;FR;Sabatto;24;May;1732;Delisle;02/01/22;Muzette;;;5;200;Muzette;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;207,1;;;;;;41;164;29;58;14;21;90;90;;;;;;;;;;;174;333;32,15;207,1;240,05;;333;10,05;;460,10,7;;;;;;;;6;;;;;Romagnesi
TH-OC-19;40;Comédiens_esclaves;Comédiens_esclaves_;FR;Domenica;25;May;1732;Biancolelli/Romagnesi_;10/08/26;Timballes_et_trompettes;;;3,15;200;Timballes_et_trompettes;;;;;;;;;;;7,05;;;;;;;;;;2,1;2;;;;;;215,1;;;;;;33;132;41;82;10;15;101;101;;;;;;;Oui__;0,1;;;185;330,1;28,1;215,1;244;;330,1;4;;464,10,7;;;;;;;;6;;;;;Romagnesi
TH-OC-19;41;Temple_de_la_verité/Arlequin_poli_par_l'amour;Temple_de_la_vérité/Arlequin_poli_par_l'amour;FR;Lunedi;26;May;1732;"Romagnesi;Marivaux";"11/06/1726;29/09/1728";;;;;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;202,1;;;;;;13;52;35;70;4;6;81;81;;;;;;;Oui__;1;;;133;210;29;202,1;231,1;21,1;210;;;443,0,7;;;;;;;;0;;;;;Romagnesi
TH-OC-19;42;Amans_Ignorans_;Amants_ignorants;FR;Martedi;27;May;1732;Autreau;14/04/20;Ambroise;;;1,1;200;;;;;;;;;;;;;;;;;;;;;;2,1;1;;;;;;207,1;;;;;;20;80;22;44;3;4,1;110;110;;;;;;;;;;;155;238,1;31,1;207,1;239;0,1;238,1;;;442,10,7;;;;;;;;0;;;;;Romagnesi
TH-OC-19;42;Amans_Ignorans_;;;;;;;;;Melle_Babet;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;42;Amans_Ignorans_;;;;;;;;;Lutins_d'Arlequin_poly;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;43;La_Surprise_de_l'amour/L'Impatient;Surprise_de_l'amour/Impatient;"FR;IT";Mercordi;28;May;1732;"Marivaux;Coypel/Riccoboni";"03/05/1722;23/10/1717";Memoire_d'hyer_a_Carette;;;7,02;200;;;;;;;;;;;;;;;1,16;;;;;;;2,1;;;;;;;214,08;;;;;;42;168;56;112;10;15;200;200;;;;;;;;;;;308;495;80;214,08;294,08;;495;35,12;;478,2,7;;;;;;;;12;;;;;Romagnesi
TH-OC-19;43;La_Surprise_de_l'amour/L'Impatient;;;;;;;;;Memoire_a_Me._Voisin;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;44;Arlequin_Sauvage/L'isle_de_la_Follie;Arlequin_sauvage/Ile_de_la_folie;FR;Giornedi;29;May;1732;"Delisle;Biancolelli/Romagnesi/Riccoboni";"17/06/1721;24/09/1727";;;;;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;202,1;;;;;;38;152;19;38;8;12;134;134;;;;;;;;;;;199;336;20,05;202;222,05;;336;31,05;;509,7,7;;;;;;;;6;;;;;Romagnesi
TH-OC-19;45;Agnès_de_Chaillot/L'isle_des_esclaves/Les_débuts;Agnès_de_Chaillot/Ile_des_esclaves/Débuts;FR;Sabatto;31;May;1732;"Legrand;Marivaux;Biancolelli/Romagnesi";"12/09/1721;05/03/1725;17/08/1729";;;;;200;;;;;;;;;;;;0,12;;;;;;;;;;2,1;;;;1;;;204,02;;;;;;52;208;67;122;8;12;278;278;;;;;;;;;;;405;620;106;204,02;310,02;;620;62,08;;571,15,7;;;;;;;;18;;;;;Romagnesi
TH-OC-19;49;Les_Amusemens_a_la_mode;Amusements_à_la_mode;FR;Lunedi;2;juin;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Bougies;;;5,14;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;7,1;;;262,19;;;;;;42;168;78;156;31;46,1;230;230;;;;;;;Oui__;1,1;;;381;602;102,1;262,19;395,12,4;206,7,8;602;41,7,8;;613,3,3;30,3,4;;;;;;;12;;;;;Biancolelli
TH-OC-19;49;Les_Amusemens_a_la_mode;;;;;;;;;Ouvriers_a_Lavau;;;7,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;49;Les_Amusemens_a_la_mode;;;;;;;;;Louage_d'habit_a_la_Romaine;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;49;Les_Amusemens_a_la_mode;;;;;;;;;Timballes__;;;3,1;;Timballes__;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;49;Les_Amusemens_a_la_mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;50;L'isle_des_esclaves/Agnès_de_Chaillot/Les_débuts/Les_bouffons;Ile_des_esclaves/Agnès_de_Chaillot/Débuts/Bouffons;FR;Martedi;3;juin;1732;"Marivaux;Legrand;Biancolelli/Romagnesi;(?)";"05/03/1725;12/09/1721;17/08/1729;(?)";8_enfans_pr_2_fois;;;12;200;;;;;;;;;;;;3,18;;;;;;;;;;2,1;;;;1;;;219,08;;;;;;18;72;70;140;8;12;271;271;;;;;;;;;;;367;495;72,15;219;291,15;203,05;495;38,05;;651,8,3;;;;;;;;12;;;;;Biancolelli
TH-OC-19;51;Les_Amusemens_a_la_mode;Amusements_à_la_mode;FR;Mercordi;4;juin;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Bougies_oubliees_deux_fois;;;11,08;200;;;;;;;;;;;;;;;;;;;;;;2,1;;;;7,1;;;268,13;;;;;;59;236;55;110;18;27;263;263;;;;;;;;;;;395;636;110,05;268,13;411,18;224,02;636;59,02;;710,10,3;33;;;;;;;12;;;;;Biancolelli
TH-OC-19;51;Les_Amusemens_a_la_mode;;;;;;;;;Ouvriers_a_Lavau;;;7,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;51;Les_Amusemens_a_la_mode;;;;;;;;;Louage_d'habit_a_la_Romaine;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;51;Les_Amusemens_a_la_mode;;;;;;;;;Timballes__;;;3,1;;Timballes__;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;51;Les_Amusemens_a_la_mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;52;Les_Amusemens_a_la_mode;Amusements_à_la_mode;FR;Sabatto;7;juin;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;6_Musiciens;;;24;200;;;;;;;;;;;;;;;6;;;;;;;2,1;;;;7,1;;;266;;;;;;51;204;61;122;6;9;220;220;;;;;;;Oui__;4;;;338;559;93;266;382,05;176,15;559;11,15;;722,5,3;23,05;;;;;;;12;;;;;Biancolelli
TH-OC-19;52;Les_Amusemens_a_la_mode;;;;;;;;;A_mr_Roland;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;52;Les_Amusemens_a_la_mode;;;;;;;;;Ouvriers_a_Lavau;;;7,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;52;Les_Amusemens_a_la_mode;;;;;;;;;Louage_d'habit_a_la_Romaine;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;52;Les_Amusemens_a_la_mode;;;;;;;;;Timballes__;;;3,1;;Timballes__;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;53;L'Amour_Précepteur/Le_Je_ne_sais_quoy;Amour_précepteur/Je_ne_sais_quoi;FR;Domenica;8;juin;1732;"Gueullette;Boissy";"25/07/1726;10/06/1731";2_flutes;;;10;200;2_flutes;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;220;;;;;;13;52;51;102;12;18;195;195;;;;;;;Oui__;8;;;271;375;52;220;272;103;375;20,1;;742,15,3;;;;;;;;6;;;;;Biancolelli
TH-OC-19;53;L'Amour_Précepteur/Le_Je_ne_sais_quoy;;;;;;;;;Timballes__;;;1,1;;Timballes__;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;53;L'Amour_Précepteur/Le_Je_ne_sais_quoy;;;;;;;;;Trompette_;;;6;;Trompette_;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;54;Les_Amusemens_a_la_mode;Amusements_à_la_mode;FR;Lunedi;9;juin;1732;Biancolelli/Riccoboni/Romagnesi_;21/04/32;Timballes__;;;3,1;200;Timballes__;;;;;;;;;;;2,14;;;3;;;;;;;2,1;;;;7,1;;;271,19;;;;;;27;108;28;56;3;4,1;131;131;;;;;;;;;;;189;299,1;45,1;271,19;322,09;22,19;299,1;;;719,16,3;5;;;;;;;0;;;;;Biancolelli
TH-OC-19;54;Les_Amusemens_a_la_mode;;;;;;;;;Blanchissage_des_3_habits;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-19;54;Les_Amusemens_a_la_mode;;;;;;;;;6_Musiciens;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
